,Item Number,Price,Brand,Processor,Screen Size,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Maximum Resolution,Model,OS,Hard Drive Capacity,Storage Type,Features,Condition
215,85264981198,456.87,Lenovo,Intel Core i3 7th generation,13.3 in,Unknown,nan GB,120GB,Intel HD Graphics 620,2.00-3.00GHz,Notebook/Laptop,HD,13,Windows 11 pros,Unknown,SSD,"Webcam integrated, Wi-Fi, Bluetooth","Seller refurbished: The item has been restored to working order by the eBay seller or a third party. ...  Read moreabout the conditionSeller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. See all condition definitionsopens in a new window or tab "
225,85264981208,329.65,Fujitsu,Intel Core i3 6th generation,13.3 in,Unknown,nan GB,256GB,Intel HD Graphics 520,2.00-3.00GHz,Notebook/Laptop,HD,E736,Windows 11 pros,Unknown,SSD,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
254,85264981237,453.76,Lenovo,Intel Core i3 7th generation,13.3 in,Unknown,nan GB,240GB,Intel HD Graphics 620,2.40GHz,Notebook/Laptop,HD,13,Windows 11 pros,Unknown,SSD,"Webcam integrated, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
312,85264981259,691.61,Lenovo,Intel Core i3 7th generation,15.6 in,Black,nan GB,960GB,Intel HD Graphics 620,2.00-3.00GHz,Notebook/Laptop,Full HD,E570,Windows 11 pros,Unknown,HDD + SSD,"Touch ID,  10/100 LAN Card,  Bluetooth,  Webcam integrated,  Wi-Fi,  Optical Drive","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
320,85264981267,625.86,Lenovo,Intel Core i5 6th generation,14.0 in,Black,nan GB,240GB,Intel HD Graphics 520,2.00-3.00GHz,Notebook/Laptop,Full HD,T460,Windows 10 pros,Unknown,SSD,"10/100 LAN Card, Webcam integrated, Wi-Fi, Touchscreen, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
321,85264981268,481.7,Fujitsu,Intel Core i5 6th generation,13.3 in,Unknown,nan GB,480GB,Intel HD Graphics 520,2.00-3.00GHz,Notebook/Laptop,HD,E736,Windows 10 pros,Unknown,SSD,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth","Seller refurbished: The item has been restored to working order by the eBay seller or a third party. ...  Read moreabout the conditionSeller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. See all condition definitionsopens in a new window or tab "
334,85264981281,383.61,Fujitsu,Intel Core i3 4th generation,13.3 in,Black,nan GB,120GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,HD,E734,Windows 10 pros,Unknown,SSD,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
335,85264981282,568.33,Dell,Intel Core i5 6th generation,12.5 in,Black,nan GB,960GB,Intel HD Graphics 520,2.30GHz,Notebook/Laptop,Full HD,E7270,Windows 10 pros,Unknown,SSD,"Webcam integrated,  Wi-Fi,  Touchscreen,  Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
336,85264981283,573.02,Fujitsu,Intel Core i5 4th generation,15.6 in,Black,nan GB,960GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,HD,A574,Windows 11 pros,Unknown,SSD,"10/100 LAN Card, Optical Drive, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
362,85264981309,699.0,HP,12th Gen Intel Core i5-12450H,15.6 in,Mica Silver,64.0 GB,Up to 2TB,NVIDIA GeForce GTX 1650,Up to 4.40GHz,Gaming Laptop Computers,1920 x 1080,HP Victus 15,Windows 11 Home,Up to 2TB,SSD,"Numeric Keypad,  Audio by B&O,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab "
371,85264981318,464.52,Lenovo,Intel Core i3 7th generation,13.0 in,Unknown,nan GB,120GB,Intel HD Graphics 620,2.40GHz,Notebook/Laptop,HD,13,Windows 11 pros,Unknown,SSD,"Webcam integrated, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
410,85264981357,271.99,Dell,Intel Core i5 3rd generation,14.0 in,Unknown,nan GB,120GB,Intel HD Graphics 4000,2.00-3.00GHz,Notebook/Laptop,HD,E5430,Windows 10 pros,Unknown,SSD,"10/100 LAN Card, Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
442,85264981389,394.1,Fujitsu,Intel Core i3 4th generation,13.3 in,Black,nan GB,240GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,HD,E734,Windows 10 pros,Unknown,SSD,"10/100 LAN Card, Webcam integrated, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
473,85264981417,2130.69,Simpletek,inter Core i7 8550U,14.0 in,Unknown,nan GB,120GB,Intel UHD Graphics 620,1.80 GHz,Notebook/Laptop,Full HD,W14X,Windows 10 Pros,Unknown,SSD,"Touch ID,  10/100 LAN Card,  Shockproof,  Bluetooth,  Webcam integrated,  Wi-Fi","Seller refurbished: The item has been restored to working order by the eBay seller or a third party. ...  Read moreabout the conditionSeller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. See all condition definitionsopens in a new window or tab "
478,85264981422,1700.76,Lenovo,Intel Core I5 ​​12th Generation,15.6 in,Black,nan GB,4TB,Intel UHD Graphics,3.00-4.00GHz,Notebook/Laptop,Full HD,V15 G3,Windows 10 pros,Unknown,SSD,"Webcam integrated, Wi-Fi, Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
488,85264981432,607.18,Lenovo,Intel Core i3 10th generation,15.6 in,Gray,nan GB,256GB,Intel UHD Graphics,3.40GHz,Notebook/Laptop,1920 x 1080,82C5,Windows 10 pros,Unknown,SSD (Condition solid),"Display widescreen, Touch Bar, 10/100 LAN Card, Built-in Microphone, Bluetooth, 3D Camera, Webcam integrated, Wi-Fi","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
492,85264981436,416.13,Fujitsu,Intel Core i5 6th generation,13.3 in,Unknown,nan GB,480GB,Intel HD Graphics 520,2.30GHz,Notebook/Laptop,HD,E736,Windows 10 pros,Unknown,SSD,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Bluetooth","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab "
